,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
2017-09-12,3.97,4.04,3.71,3.71,GNW,8857580,HISTORICAL_PRICES,GNW,,1606830572000,0.4280575539568347,0.4280575539568347,3.71,3.97,4.04,3.71,8857580,3.71,3.97,4.04,3.71,8857580,"Sep 12, 17",0.29000000000000004,0.0788
2017-09-13,4.01,4.04,3.9,3.98,GNW,5598766,HISTORICAL_PRICES,GNW,,1606830572000,0.44244604316546765,0.44244604316546765,3.98,4.01,4.04,3.9,5598766,3.98,4.01,4.04,3.9,5598766,"Sep 13, 17",0.03999999999999959,0.0101
2017-09-14,3.98,3.98,3.86,3.92,GNW,3805706,HISTORICAL_PRICES,GNW,,1606830572000,0.4316546762589929,0.4316546762589929,3.92,3.98,3.98,3.86,3805706,3.92,3.98,3.98,3.86,3805706,"Sep 14, 17",-0.029999999999999805,-0.0075
2017-09-15,4,4.15,3.92,4.12,GNW,11754427,HISTORICAL_PRICES,GNW,,1606830572000,0.43884892086330946,0.43884892086330946,4.12,4,4.15,3.92,11754427,4.12,4,4.15,3.92,11754427,"Sep 15, 17",0.020000000000000018,0.005
2017-09-18,3.99,4.08,3.98,4.01,GNW,4459440,HISTORICAL_PRICES,GNW,,1606830572000,0.43525179856115126,0.43525179856115126,4.01,3.99,4.08,3.98,4459440,4.01,3.99,4.08,3.98,4459440,"Sep 18, 17",-0.009999999999999787,-0.0025
2017-09-19,3.93,4.04,3.91,4.02,GNW,3375672,HISTORICAL_PRICES,GNW,,1606830572000,0.4136690647482016,0.4136690647482016,4.02,3.93,4.04,3.91,3375672,4.02,3.93,4.04,3.91,3375672,"Sep 19, 17",-0.06000000000000005,-0.015
2017-09-20,3.83,3.945,3.81,3.92,GNW,3399800,HISTORICAL_PRICES,GNW,,1606830572000,0.37769784172661885,0.37769784172661885,3.92,3.83,3.945,3.81,3399800,3.92,3.83,3.945,3.81,3399800,"Sep 20, 17",-0.10000000000000009,-0.0254
2017-09-21,3.79,3.91,3.78,3.85,GNW,1760867,HISTORICAL_PRICES,GNW,,1606830572000,0.36330935251798574,0.36330935251798574,3.85,3.79,3.91,3.78,1760867,3.85,3.79,3.91,3.78,1760867,"Sep 21, 17",-0.040000000000000036,-0.0104
2017-09-22,3.82,3.85,3.74,3.78,GNW,1871369,HISTORICAL_PRICES,GNW,,1606830572000,0.3741007194244605,0.3741007194244605,3.78,3.82,3.85,3.74,1871369,3.78,3.82,3.85,3.74,1871369,"Sep 22, 17",0.029999999999999805,0.0079
2017-09-25,3.68,3.85,3.66,3.79,GNW,3796492,HISTORICAL_PRICES,GNW,,1606830572000,0.32374100719424476,0.32374100719424476,3.79,3.68,3.85,3.66,3796492,3.79,3.68,3.85,3.66,3796492,"Sep 25, 17",-0.13999999999999968,-0.0366
2017-09-26,3.84,3.91,3.62,3.68,GNW,7654390,HISTORICAL_PRICES,GNW,,1606830572000,0.38129496402877705,0.38129496402877705,3.68,3.84,3.91,3.62,7654390,3.68,3.84,3.91,3.62,7654390,"Sep 26, 17",0.1599999999999997,0.0435
2017-09-27,3.88,3.92,3.8,3.88,GNW,4531832,HISTORICAL_PRICES,GNW,,1606830572000,0.3956834532374101,0.3956834532374101,3.88,3.88,3.92,3.8,4531832,3.88,3.88,3.92,3.8,4531832,"Sep 27, 17",0.040000000000000036,0.0104
2017-09-28,3.89,3.91,3.75,3.89,GNW,3169541,HISTORICAL_PRICES,GNW,,1606830572000,0.39928057553956847,0.39928057553956847,3.89,3.89,3.91,3.75,3169541,3.89,3.89,3.91,3.75,3169541,"Sep 28, 17",0.010000000000000231,0.0026
